drug1,drug2,label
zanamivir,beclomethasone dipropionate hfa beclomethasone dipropionate beclomethasone dipropionate hfa beclomethasone dipropionate hfa beclomethasone dipropionate hfa,0
ciprofloxacin ciprofloxacin hydrochloride ciprofloxacin ciprofloxacin hydrochloride ciprofloxacin hydrochloride,amlodipine besylate amlodipine besylate amlodipine besylate amlodipine and benazepril hydrochloride amlodipine and olmesartan medoxomil,1
minoxidil minoxidil minoxidil minoxidil minoxidil,pitavastatin calcium pitavastatin pitavastatin calcium pitavastatin calcium pitavastatin calcium,0
"acetaminophen acetaminophen acetaminophen acetaminophen, dextromethorphan hbr, phenylephrine hcl acetaminophen",cefepime cefepime hydrochloride cefepime cefepime cefepime hydrochloride,1
nifedipine nifedipine nifedipine nifedipine nifedipine,"diphenhydramine hcl acetaminophen, diphenhydramine hydrochloride, and phenylephrine hydrochloride diphenhydramine hydrochloride diphenhydramine hcl acetaminophen 500mg/ diphenhydramine hcl 25mg",0
ertapenem sodium ertapenem ertapenem ertapenem ertapenem,piperacillin and tazobactam piperacillin sodium and tazobactam sodium piperacillin and tazobactam piperacillin and tazobactam piperacillin and tazobactam,1
glyburide glyburide glyburide and metformin hydrochloride glyburide glyburide,buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride,1
"aspirin aspirin aspirin acetaminophen, aspirin, and caffeine aspirin",baclofen baclofen injection baclofen baclofen baclofen,0
"acetaminophen acetaminophen acetaminophen acetaminophen, dextromethorphan hbr, phenylephrine hcl acetaminophen",meclofenamate sodium,0
pioglitazone hydrochloride pioglitazone hydrochloride pioglitazone pioglitazone pioglitazone,ledipasvir and sofosbuvir ledipasvir and sofosbuvir,0
sulfamethoxazole and trimethoprim sulfamethoxazole and trimethoprim sulfamethoxazole and trimethoprim sulfamethoxazole and trimethoprim sulfamethoxazole and trimethoprim,bempedoic acid and ezetimibe bempedoic acid,0
prazosin hydrochloride prazosin hydrochloride prazosin hcl prazosin hydrochloride prazosin hydrochloride,bleomycin sulfate bleomycin bleomycin bleomycin sulfate bleomycin,0
spironolactone spironolactone spironolactone spironolactone and hydrochlorothiazide spironolactone,anastrozole anastrozole anastrozole anastrozole anastrozole tablets,1
triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide,"testosterone testosterone cypionate petroselinum sativum, populus tremuloides, sabal serrulata, chimaphila umbellata, adenosinum triphosphoricum dinatrum, equol, kreosotum, nadidum, testosterone, prostate (suis), succinicum acidum, hepar sulphuris calcareum, conium maculatum, proteus (mirabilis), proteus (vulgaris) testosterone aconiticum acidum, cis-, apis venenum purum, aquilegia vulgaris, bovista, cypripedium pubescens, estradiol, faecalis (alkaligenes), folliculinum, funiculus umbilicalis suis, glandula suprarenalis suis, heart (suis), hydrastis canadensis, hypophysis suis, kreosotum, lachesis mutus, lilium tigrinum, magnesia phosphorica, mercurius solubilis, mutabile bacillus (bach), oophorinum (suis), petroselinum sativum, pineal gland (suis), placenta totalis suis, progesterone, sepia, testosterone, uterus (suis)",0
tezepelumab-ekko,desoximetasone desoximetasone desoximetasone desoximetasone desoximetasone,0
propylthiouracil propylthiouracil propylthiouracil propylthiouracil propylthiouracil,vincristine sulfate vincristine sulfate,0
ketoprofen ketoprofen ketoprofen,posaconazole posaconazole posaconazole posaconazole posaconazole,0
terbutaline sulfate terbutaline sulfate terbutaline sulfate terbutaline sulfate terbutaline sulfate,ipratropium bromide ipratropium bromide and albuterol sulfate ipratropium bromide ipratropium bromide ipratropium bromide and albuterol sulfate,1
chlorthalidone chlorthalidone chlorthalidone chlorthalidone chlorthalidone,pregabalin pregabalin pregabalin pregabalin pregabalin,0
pioglitazone hydrochloride pioglitazone hydrochloride pioglitazone pioglitazone pioglitazone,allopurinol allopurinol allopurinol allopurinol allopurinol,0
atenolol atenolol atenolol atenolol and chlorthalidone atenolol,aspirin low dose chewable orange pain reliever aspirin low dose,1
sacubitril and valsartan valsartan valsartan valsartan valsartan and hydrochlorothiazide,imatinib mesylate imatinib mesylate imatinib imatinib mesylate imatinib oral,1
granisetron hydrochloride granisetron hydrochloride granisetron granisetron hydrochloride granisetron hydrochloride,topiramate topiramate topiramate topiramate topiramate,0
ketoprofen ketoprofen ketoprofen,penicillin v potassium penicillin v potassium penicillin v potassium penicillin v potassium penicillin v potassium,1
metoclopramide metoclopramide metoclopramide metoclopramide metoclopramide,buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride buspirone hydrochloride,1
candesartan cilexetil candesartan cilexetil candesartan cilexetil candesartan cilexetil candesartan cilexetil,escitalopram oral escitalopram escitalopram escitalopram oxalate escitalopram oxalate,0
diltiazem hydrochloride diltiazem hydrochloride diltiazem hydrochloride diltiazem hydrochloride diltiazem hydrochloride,ledipasvir and sofosbuvir ledipasvir and sofosbuvir,0
nebivolol nebivolol nebivolol nebivolol nebivolol,"diphenhydramine hcl acetaminophen, diphenhydramine hydrochloride, and phenylephrine hydrochloride diphenhydramine hydrochloride diphenhydramine hcl acetaminophen 500mg/ diphenhydramine hcl 25mg",1
bisoprolol fumarate bisoprolol fumarate bisoprolol fumarate and hydrochlorothiazide bisoprolol fumarate bisoprolol fumarate,clozapine clozapine clozapine clozapine clozapine,0
meclofenamate sodium,letrozole letrozole letrozole letrozole letrozole tablets,0
zileuton zileuton zileuton zileuton zileuton,methimazole methimazole methimazole methimazole methimazole,0
posaconazole posaconazole posaconazole posaconazole posaconazole,"acetaminophen and codeine phosphate codeine sulfate acetaminophen and codeine phosphate butalbital, acetaminophen, caffeine and codeine phosphate butalbital, acetaminophen, caffeine, and codeine phosphate",0
liraglutide liraglutide liraglutide liraglutide liraglutide,prednisolone acetate prednisolone acetate prednisolone acetate prednisolone prednisolone acetate,0
terazosin hydrochloride terazosin hydrochloride terazosin terazosin hydrochloride terazosin,canagliflozin canagliflozin canagliflozin and metformin hydrochloride canagliflozin canagliflozin,1
olmesartan medoxomil-hydrochlorothiazide amlodipine and olmesartan medoxomil olmesartan medoxomil and hydrochlorothiazide olmesartan medoxomil and hydrochlorothiazide olmesartan medoxomil,tizanidine tizanidine tizanidine hydrochloride tizanidine hydrochloride tizanidine,1
nitrofurantoin nitrofurantoin (monohydrate/macrocrystals) nitrofurantoin (monohydrate/macrocrystals) nitrofurantoin (monohydrate/macrocrystals) nitrofurantoin (monohydrate/macrocrystals),fluticasone propionate nasal fluticasone propionate fluticasone propionate fluticasone propionate and salmeterol fluticasone propionate,0
glimepiride glimepiride glimepiride glimepiride glimepiride,betamethasone dipropionate betamethasone sodium phosphate and betamethasone acetate betamethasone dipropionate betamethasone valerate betamethasone valerate,1
minocycline hydrochloride minocycline hydrochloride minocycline hydrochloride extended-release minocycline hydrochloride minocycline hydrochloride,sitagliptin and metformin hydrochloride sitagliptin sitagliptin sitagliptin sitagliptin and metformin hydrochloride,1
loperamide hcl loperamide hydrochloride and simethicone loperamide hydrochloride loperamide hydrochloride loperamide hydrochloride,bosentan bosentan bosentan bosentan bosentan,0
erythromycin erythromycin erythromycin ethylsuccinate erythromycin erythromycin,tacrolimus extended-release capsules tacrolimus tacrolimus tacrolimus tacrolimus,1
irbesartan irbesartan irbesartan irbesartan irbesartan and hydrochlorothiazide,"empagliflozin and metformin hydrochloride empagliflozin empagliflozin empagliflozin empagliflozin, linagliptin, metformin hydrochloride",0
"desonide desonide desonide desonide desonide ointment, 0.05%","loratadine loratadine loratadine loratadine loratadine, pseudoephedrine sulfate",0
oxycodone hydrochloride oxycodone and acetaminophen oxycodone and acetaminophen oxycodone and acetaminophen oxycodone hydrochloride,"dextromethorphan hbr, guaifenesin guaifenesin acetaminophen, dextromethorphan hydrobromide, guaifenesin, phenylephrine hydrochloride guaifenesin and pseudoephedrine hcl guaifenesin",1
ranitidine ranitidine ranitidine ranitidine hydrochloride ranitidine hydrochloride,"methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, isopropyl alcohol methylprednisolone methylprednisolone sodium succinate",1
prazosin hydrochloride prazosin hydrochloride prazosin hcl prazosin hydrochloride prazosin hydrochloride,"methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, sodium chloride, isopropyl alcohol methylprednisolone acetate, lidocaine hydrochloride, bupivacaine hydrochloride, povidine iodine, isopropyl alcohol methylprednisolone methylprednisolone sodium succinate",1
oxcarbazepine oxcarbazepine oxcarbazepine oxcarbazepine oxcarbazepine,vincristine sulfate vincristine sulfate,0
azithromycin azithromycin azithromycin azithromycin monohydrate azithromycin dihydrate,glipizide glipizide glipizide glipizide glipizide and metformin hydrochloride,0
tapentadol hydrochloride tapentadol hydrochloride tapentadol hydrochloride,capecitabine capecitabine capecitabine capecitabine capecitabine,0
penicillin v potassium penicillin v potassium penicillin v potassium penicillin v potassium penicillin v potassium,losartan potassium losartan potassium and hydrochlorothiazide losartan potassium losartan potassium and hydrochlorothiazide losartan potassium,1
meloxicam meloxicam meloxicam meloxicam meloxicam,insulin glargine insulin glargine-yfgn insulin glargine insulin glargine insulin glargine-yfgn,0
sitagliptin and metformin hydrochloride sitagliptin sitagliptin sitagliptin sitagliptin and metformin hydrochloride,cimetidine cimetidine cimetidine cimetidine cimetidine,1
cefepime cefepime hydrochloride cefepime cefepime cefepime hydrochloride,benazepril hydrochloride amlodipine and benazepril hydrochloride benazepril hydrochloride amlodipine and benazepril hydrochloride benazepril hydrochloride,1
methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride,amiloride hydrochloride amiloride hydrochloride amiloride - apis mellifera - berberis vulgaris fruit - hieracium pilosella flowering top - hydrochlorothiazide - solidago virgaurea flowering top - spironolactone - sus scrofa pituitary gland - amiloride hydrochloride and hydrochlorothiazide amiloride hydrochloride,1
"levalbuterol inhalation 1.25mg/3ml, levalbuterol inhalation 0.63mg/3ml, levalbuterol inhalation 0.31mg/3ml levalbuterol levalbuterol hydrochloride levalbuterol levalbuterol hydrochloride",fluticasone propionate nasal fluticasone propionate fluticasone propionate fluticasone propionate and salmeterol fluticasone propionate,0
naproxen naproxen sodium 220mg naproxen naproxen naproxen sodium,liothyronine sodium liothyronine sodium levothyroxine and liothyronine liothyronine sodium liothyronine sodium,1
cromolyn sodium cromolyn sodium inhalation solution cromolyn sodium cromolyn sodium cromolyn sodium inhalation,sodium iodide i-131 sodium iodide i 131 sodium iodide i 131,1
glipizide glipizide glipizide glipizide glipizide and metformin hydrochloride,loperamide hcl loperamide hydrochloride and simethicone loperamide hydrochloride loperamide hydrochloride loperamide hydrochloride,1
cimetidine cimetidine cimetidine cimetidine cimetidine,valacyclovir hydrochloride valacyclovir hydrochloride valacyclovir valacyclovir valacyclovir,0
prednisolone acetate prednisolone acetate prednisolone acetate prednisolone prednisolone acetate,fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate,1
budesonide budesonide budesonide and formoterol fumarate dihydrate budesonide budesonide,triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide triamcinolone acetonide,1
nystatin nystatin nystatin nystatin nystatin,darunavir darunavir ethanolate and cobicistat darunavir darunavir darunavir,0
nitrofurantoin nitrofurantoin (monohydrate/macrocrystals) nitrofurantoin (monohydrate/macrocrystals) nitrofurantoin (monohydrate/macrocrystals) nitrofurantoin (monohydrate/macrocrystals),prazosin hydrochloride prazosin hydrochloride prazosin hcl prazosin hydrochloride prazosin hydrochloride,0
dapagliflozin and saxagliptin saxagliptin and metformin hydrochloride saxagliptin saxagliptin saxagliptin and metformin,tiotropium bromide and olodaterol tiotropium bromide tiotropium bromide inhalation spray tiotropium bromide tiotropium bromide,1
bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride bupropion hydrochloride,dasatinib dasatinib dasatinib dasatinib dasatinib,0
cefuroxime axetil cefuroxime and dextrose cefuroxime sodium cefuroxime axetil cefuroxime axetil,docetaxel anhydrous docetaxel docetaxel docetaxel docetaxel,0
vincristine sulfate vincristine sulfate,vinblastine sulfate,1
